"actions","ID","Author","Title","Book Title","Journal","Year","Type","Affiliation","DOI","Journal ISO","Unique-ID","DA-Initial","DA-Updated","originAuthor","editor","originEditor","series","publisher","volume","number","articleNumber","pages","type_value","timesCited","isbn","address","highlight","etxenike","research_lines"
"Eliminar   Modificar","ISI:000089413500005","T. D. Gaztelurrutia, and J. M. Pitarke","Nonlinear interaction of charged particles with a free electron gas beyond the random-phase approximation","","PHYSICAL REVIEW B","2000","Article","Gaztelurrutia, TD (Reprint Author), Fis Aplikatua Saila Ind & Telekomuniazio Ingeniar, Urkijo Zumarkalea Z-G, S-48013 Bilbao, Spain. Fis Aplikatua Saila Ind & Telekomuniazio Ingeniar, S-48013 Bilbao, Spain. Euskal Herriko Unibertsitatea, Zientzi Fak, Mat Kondentsatuaren Fis Saila, Bilbao 48080, Basque Country, Spain. EHU, UPV, CSIC, DIPC, Donostia San Sebastian, Basque Country, Spain. EHU, UPV, CSIC, Ctr Mixto, Donostia San Sebastian, Basque Country, Spain.","10.1103/PhysRevB.62.6862","Phys. Rev. B","ISI:000089413500005","2020-04-07","2020-04-07","Gaztelurrutia, TD and Pitarke, JM","","","","AMER PHYSICAL SOC","62","11","","6862-6865","Article","5","","ONE PHYSICS ELLIPSE, COLLEGE PK, MD 20740-3844 USA","false","false",""
"Eliminar   Modificar","ISI:000089593400048","G. F. Bertsch, J. I. Iwata, A. Rubio, and K. Yabana","Real-space, real-time method for the dielectric function","","PHYSICAL REVIEW B","2000","Article","Bertsch, GF (Reprint Author), Univ Washington, Dept Phys, Seattle, WA 98195 USA. Univ Washington, Dept Phys, Seattle, WA 98195 USA. Univ Washington, Natl Inst Nucl Theory, Seattle, WA 98195 USA. Univ Tsukuba, Inst Phys, Tsukuba, Ibaraki 3058571, Japan. Donostia Int Phys Ctr, San Sebastian, Spain. Univ Valladolid, Dept Fis Teor, E-47011 Valladolid, Spain.","10.1103/PhysRevB.62.7998","Phys. Rev. B","ISI:000089593400048","2020-04-07","2020-04-07","Bertsch, GF and Iwata, JI and Rubio, A and Yabana, K","","","","AMER PHYSICAL SOC","62","12","","7998-8002","Article","171","","ONE PHYSICS ELLIPSE, COLLEGE PK, MD 20740-3844 USA","false","false",""
"Eliminar   Modificar","ISI:000089745600014","A. Rubio, S. P. Apell, L. C. Venema, and C. Dekker","A mechanism for cutting carbon nanotubes with a scanning tunneling microscope","","EUROPEAN PHYSICAL JOURNAL B","2000","Article","Rubio, A (Reprint Author), Univ Valladolid, Dept Fis Teor, E-47011 Valladolid, Spain. Univ Valladolid, Dept Fis Teor, E-47011 Valladolid, Spain. Euskal Herriko Unibertsitatea, Dept Fis Mat, E-20080 San Sebastian, Spain. Donostia Int Phys Ctr, San Sebastian, Spain. Chalmers Univ Technol, Dept Appl Phys, S-41296 Gothenburg, Sweden. Univ Gothenburg, S-41296 Gothenburg, Sweden. Delft Univ Technol, Dept Appl Sci, NL-2628 CJ Delft, Netherlands. Delft Univ Technol, DIMES, NL-2628 CJ Delft, Netherlands.","10.1007/s100510070145","Eur. Phys. J. B","ISI:000089745600014","2020-04-07","2020-04-07","Rubio, A and Apell, SP and Venema, LC and Dekker, C","","","","SPRINGER-VERLAG","17","2","","301-308","Article","34","","175 FIFTH AVE, NEW YORK, NY 10010 USA","false","false",""
"Eliminar   Modificar","ISI:000167371700229","J. M. Blanco, A. Zhukov, A. F. Cobeno, A. P. Chen, and J. Gonzalez","Effect of heat treatment on impedance behavior in nearly-zero magnetostriction (Co0.95Fe0.05)(72.5)Si12.5B15 amorphous wire","","IEEE TRANSACTIONS ON MAGNETICS","2000","Article; Proceedings Paper","Blanco, JM (Reprint Author), Univ Basque Country, EUITI, Dept Fis Aplicada 1, San Sebastian 20011, Spain. Univ Basque Country, EUITI, Dept Fis Aplicada 1, San Sebastian 20011, Spain. UPV, Fdn Donostia Int Phys Ctr, Fac Quim, Dept Fis Mat, San Sebastian 20018, Spain. Univ Basque Country, EUITI, Dept Elect & Telecomun, San Sebastian 20011, Spain.","10.1109/20.908615","IEEE Trans. Magn.","ISI:000167371700229","2020-04-07","2020-04-07","Blanco, JM and Zhukov, A and Cobeno, AF and Chen, AP and Gonzalez, J","","","","IEEE-INST ELECTRICAL ELECTRONICS ENGINEERS INC","36","5, 1","","2879-2881","Article; Proceedings Paper","4","","445 HOES LANE, PISCATAWAY, NJ 08855-4141 USA","false","false",""
"Eliminar   Modificar","ISI:000167371700272","J. Gonzalez, A. Zhukov, V. Zhukova, A. F. Cobeno, J. M. Blanco, A. R. de Arellano-Lopez, S. Lopez-Pombero, J. Martinez-Fernandez, V. Larin, and A. Torcunov","High coercivity of partially devitrified glass-coated finemet microwires: Effect of geometry and thermal treatment","","IEEE TRANSACTIONS ON MAGNETICS","2000","Article; Proceedings Paper","Gonzalez, J (Reprint Author), Univ Basque Country, Fac Quim, Dept Fis Mat, San Sebastian 20018, Spain. Univ Basque Country, Fac Quim, Dept Fis Mat, San Sebastian 20018, Spain. AmoTec Ltd, Kishinev, Moldova. Univ Seville, Dept Fis Mat Condensada, Seville, Spain. EUITI, Dept Fis Aplicada 1, Dept Electr & Telecom, San Sebastian, Spain. Fdn Donostia, Int Phys Ctr, San Sebastian 20018, Spain.","10.1109/20.908660","IEEE Trans. Magn.","ISI:000167371700272","2020-04-07","2020-04-07","Gonzalez, J and Zhukov, A and Zhukova, V and Cobeno, AF and Blanco, JM and de Arellano-Lopez, AR and Lopez-Pombero, S and Martinez-Fernandez, J and Larin, V and Torcunov, A","","","","IEEE-INST ELECTRICAL ELECTRONICS ENGINEERS INC","36","5, 1","","3015-3017","Article; Proceedings Paper","22","","445 HOES LANE, PISCATAWAY, NJ 08855-4141 USA","false","false",""
"Eliminar   Modificar","ISI:000089212900002","I. Nagy, C. Eppacher, and D. Semrad","Stopping power of solid targets for slow helium ions","","PHYSICAL REVIEW B","2000","Article","Nagy, I (Reprint Author), Tech Univ Budapest, Dept Theoret Phys, Inst Phys, H-1521 Budapest, Hungary. Tech Univ Budapest, Dept Theoret Phys, Inst Phys, H-1521 Budapest, Hungary. Donostia Int Phys Ctr, San Sebastian, Spain. Johannes Kepler Univ, Inst Phys Expt, Abt Atom & Oberflachenphys, A-4040 Linz, Austria.","10.1103/PhysRevB.62.5270","Phys. Rev. B","ISI:000089212900002","2020-04-07","2020-04-07","Nagy, I and Eppacher, C and Semrad, D","","","","AMER PHYSICAL SOC","62","9","","5270-5272","Article","12","","ONE PHYSICS ELLIPSE, COLLEGE PK, MD 20740-3844 USA","false","false",""
"Eliminar   Modificar","ISI:000089447000079","H. X. Xu, J. Aizpurua, M. Kall, and P. Apell","Electromagnetic contributions to single-molecule sensitivity in surface-enhanced Raman scattering","","PHYSICAL REVIEW E","2000","Article","Xu, HX (Reprint Author), Chalmers, Dept Appl Phys, S-41296 Gothenburg, Sweden. Chalmers, Dept Appl Phys, S-41296 Gothenburg, Sweden.","10.1103/PhysRevE.62.4318","Phys. Rev. E","ISI:000089447000079","2020-04-07","2020-04-07","Xu, HX and Aizpurua, J and Kall, M and Apell, P","","","","AMER PHYSICAL SOC","62","3, B","","4318-4324","Article","1363","","ONE PHYSICS ELLIPSE, COLLEGE PK, MD 20740-3844 USA","false","false",""
"Eliminar   Modificar","ISI:000088179500001","A. Rivacoba, N. Zabala, and J. Aizpurua","Image potential in scanning transmission electron microscopy","","PROGRESS IN SURFACE SCIENCE","2000","Review","EHU, UPV, DIPC, Kim Fak,Mat Fis Saila, Donostia San Sebastian 20080, Spain. EHU, UPV, Zientzi Fak, Elektr & Elekt Saila, Bilbao 48080, Spain. Chalmers, Dept Appl Phys, SE-41296 Gothenburg, Sweden.","10.1016/S0079-6816(00)00005-8","Prog. Surf. Sci.","ISI:000088179500001","2020-04-07","2020-04-07","Rivacoba, A and Zabala, N and Aizpurua, J","","","","PERGAMON-ELSEVIER SCIENCE LTD","65","1-2","","1-64","Review","43","","THE BOULEVARD, LANGFORD LANE, KIDLINGTON, OXFORD OX5 1GB, ENGLAND","false","false",""
"Eliminar   Modificar","ISI:000088329700004","A. Alegria, L. Goitiandia, and J. Colmenero","Interpretation of the TSDC fractional polarization experiments on thealpha-relaxation of polymers","","JOURNAL OF POLYMER SCIENCE PART B-POLYMER PHYSICS","2000","Article","Alegria, A (Reprint Author), Univ Basque Country, EHU, Fac Quim, CSIC,Dept Fis Mat, E-20080 San Sebastian, Spain.
 Univ Basque Country, EHU, Fac Quim, CSIC,Dept Fis Mat, E-20080 San Sebastian, Spain.
 Univ Basque Country, EHU, Fac Quim, CSIC,Ctr Mixto, E-20080 San Sebastian, Spain.","","J. Polym. Sci. Pt. B-Polym. Phys.","ISI:000088329700004","2020-04-07","2020-04-07","Alegria, A and Goitiandia, L and Colmenero, J","","","","WILEY","38","16","","2105-2113","Article","30","","111 RIVER ST, HOBOKEN 07030-5774, NJ USA","false","false","kw2a7woa9r"
"Eliminar   Modificar","ISI:000089003200053","P. Lambin, V. Meunier, and A. Rubio","Electronic structure of polychiral carbon nanotubes","","PHYSICAL REVIEW B","2000","Article","Lambin, P (Reprint Author), Fac Univ Notre Dame Paix, Dept Phys, 61 Rue Bruxelles, B-5000 Namur, Belgium. Fac Univ Notre Dame Paix, Dept Phys, B-5000 Namur, Belgium. N Carolina State Univ, Dept Phys, Raleigh, NC 27695 USA. Univ Valladolid, Dept Fis Teor, E-47011 Valladolid, Spain. Donostia Int Phys Ctr, San Sebastian, Spain.","10.1103/PhysRevB.62.5129","Phys. Rev. B","ISI:000089003200053","2020-04-07","2020-04-07","Lambin, P and Meunier, V and Rubio, A","","","","AMER PHYSICAL SOC","62","8","","5129-5135","Article","68","","ONE PHYSICS ELLIPSE, COLLEGE PK, MD 20740-3844 USA","false","false",""
"Eliminar   Modificar","ISI:000089238700017","S. P. Apell, R. Cabrera-Trujillo, J. Oddershede, S. B. Trickey, and J. R. Sabin","Effect of shape on molecular directional Compton profiles","","JOURNAL OF MOLECULAR STRUCTURE-THEOCHEM","2000","Article","Sabin, JR (Reprint Author), Univ Florida, Dept Phys, Quantum Theory Project, POB 118435, Gainesville, FL 32611 USA. Univ Florida, Dept Phys, Quantum Theory Project, Gainesville, FL 32611 USA. Univ So Denmark, Dept Chem, DK-5230 Odense M, Denmark. Donostia Int Phys Ctr, San Sebastian, Spain. Chalmers Univ Technol, Dept Appl Phys, S-41296 Gothenburg, Sweden. Univ Gothenburg, S-41296 Gothenburg, Sweden.","10.1016/S0166-1280(00)00488-7","Theochem-J. Mol. Struct.","ISI:000089238700017","2020-04-07","2020-04-07","Apell, SP and Cabrera-Trujillo, R and Oddershede, J and Trickey, SB and Sabin, JR","","","","ELSEVIER SCIENCE BV","527","SI","","157-163","Article","2","","PO BOX 211, 1000 AE AMSTERDAM, NETHERLANDS","false","false",""
"Eliminar   Modificar","ISI:000088714200040","M. Bergsmann, W. Raab, G. Schrenk, F. Kastner, R. D. Muino, A. Arnau, A. Salin, P. Bauer, and P. M. Echenique","Phase effect in stopping of H ions in Mg","","PHYSICAL REVIEW B","2000","Article","Bergsmann, M (Reprint Author), Johannes Kepler Univ Linz, Inst Expt Phys, Altenbergerstr 69, A-4040 Linz, Austria. Donostia Int Phys Ctr, San Sebastian, Spain. Johannes Kepler Univ Linz, Inst Expt Phys, A-4040 Linz, Austria. Univ Bordeaux 1, Lab Physicochim Mol, UMR 5803 CNRS, F-33405 Talence, France. Univ Basque Country, Dept Fis Mat, San Sebastian, Spain.","10.1103/PhysRevB.62.3153","Phys. Rev. B","ISI:000088714200040","2020-04-07","2020-04-07","Bergsmann, M and Raab, W and Schrenk, G and Kastner, F and Muino, RD and Arnau, A and Salin, A and Bauer, P and Echenique, PM","","","","AMER PHYSICAL SOC","62","5","","3153-3159","Article","13","","ONE PHYSICS ELLIPSE, COLLEGE PK, MD 20740-3844 USA","false","true",""
"Eliminar   Modificar","ISI:000088714200047","J. Fernandez, A. Mendioroz, A. J. Garcia, R. Balda, and J. L. Adam","Anti-Stokes laser-induced internal cooling of Yb3+-doped glasses","","PHYSICAL REVIEW B","2000","Article","Fernandez, J (Reprint Author), Escuela Super Ingn, Dept Fis Aplicada 1, Bilbao 48013, Spain. Escuela Super Ingn, Dept Fis Aplicada 1, Bilbao 48013, Spain. Escuela Super Ingn, UPVIEHU, CSIC, Ctr Mixto, Bilbao 48013, Spain. Univ Rennes, Lab Verres & Ceram, Rennes, France.","10.1103/PhysRevB.62.3213","Phys. Rev. B","ISI:000088714200047","2020-04-07","2020-04-07","Fernandez, J and Mendioroz, A and Garcia, AJ and Balda, R and Adam, JL","","","","AMER PHYSICAL SOC","62","5","","3213-3217","Article","61","","ONE PHYSICS ELLIPSE, COLLEGE PK, MD 20740-3844 USA","false","false",""
"Eliminar   Modificar","ISI:000088311800023","S. Hoffmann, L. Willner, D. Richter, A. Arbe, J. Colmenero, and B. Farago","Origin of dynamic heterogeneities in miscible polymer blends: Aquasielastic neutron scattering study","","PHYSICAL REVIEW LETTERS","2000","Article","Hoffmann, S (Reprint Author), Forschungszentrum Julich, Inst Festkorperforsch, D-52425 Julich, Germany.
 Forschungszentrum Julich, Inst Festkorperforsch, D-52425 Julich, Germany.
 Inst Max Von Laue Paul Langevin, F-38042 Grenoble, France.
 Univ Basque Country, EHU, CSIC, Dept Fis Mat, San Sebastian 20080, Spain.
 Univ Basque Country, EHU, CSIC, Ctr Mixto, San Sebastian 20080, Spain.","10.1103/PhysRevLett.85.772","Phys. Rev. Lett.","ISI:000088311800023","2020-04-07","2020-04-07","Hoffmann, S and Willner, L and Richter, D and Arbe, A and Colmenero, J
 and Farago, B","","","","AMER PHYSICAL SOC","85","4","","772-775","Article","57","","ONE PHYSICS ELLIPSE, COLLEGE PK, MD 20740-3844 USA","false","false","kw2a7woa9r"
"Eliminar   Modificar","ISI:000088335600008","I. Campillo, J. M. Pitarke, A. Rubio, and P. M. Echenique","Role of occupied d states in the relaxation of hot electrons in Au","","PHYSICAL REVIEW B","2000","Article","Campillo, I (Reprint Author), Euskal Herriko Unibertsitatea, Mat Kondentsatuaren Fis Saila, Zientzi Fakultatea, 644 Posta Kutxatila, Bilbao 48080, Basque Country, Spain. Euskal Herriko Unibertsitatea, Mat Kondentsatuaren Fis Saila, Zientzi Fakultatea, Bilbao 48080, Basque Country, Spain. Univ Valladolid, Dept Fis Teor, E-47011 Valladolid, Spain. Euskal Herriko Unibertsitatea, Mat Fis Saila, Kimika Fakultatea, Donostia San Sebastian 20080, Basque Country, Spain. Donostia Int Phys Ctr, Donostia San Sebastian, Basque Country, Spain. EHU, Ctr Mixto, CSIC, UPV, Donostia San Sebastian, Basque Country, Spain.","10.1103/PhysRevB.62.1500","Phys. Rev. B","ISI:000088335600008","2020-04-07","2020-04-07","Campillo, I and Pitarke, JM and Rubio, A and Echenique, PM","","","","AMER PHYSICAL SOC","62","3","","1500-1503","Article","26","","ONE PHYSICS ELLIPSE, COLLEGE PK, MD 20740-3844 USA","false","true",""
"Eliminar   Modificar","ISI:000088335600052","I. Sarria, C. Henriques, C. Fiolhais, and J. M. Pitarke","Slabs of stabilized jellium: Quantum-size and self-compression effects","","PHYSICAL REVIEW B","2000","Article","Sarria, I (Reprint Author), Euskal Herriko Unibertsitatea, Zientzi Fak, 644 Posta Katxuatila, Bilbao 48080, Basque Country, Spain. Euskal Herriko Unibertsitatea, Zientzi Fak, Bilbao 48080, Basque Country, Spain. Univ Nova Lisboa, Dept Fis, Fac Ciencias & Tecnol, P-2825114 Caparica, Portugal. Univ Coimbra, Dept Phys, Ctr Computat Phys, P-3004516 Coimbra, Portugal. DIPC, Donostia San Sebastian, Basque Country, Spain. UPV, EHU, CSIC, Ctr Mixto, Donostia San Sebastian, Basque Country, Spain.","10.1103/PhysRevB.62.1699","Phys. Rev. B","ISI:000088335600052","2020-04-07","2020-04-07","Sarria, I and Henriques, C and Fiolhais, C and Pitarke, JM","","","","AMER PHYSICAL SOC","62","3","","1699-1705","Article","19","","ONE PHYSICS ELLIPSE, COLLEGE PK, MD 20740-3844 USA","false","false",""
"Eliminar   Modificar","ISI:000088335600101","J. Aizpurua, S. P. Apell, and R. Berndt","Role of tip shape in light emission from the scanning tunneling microscope","","PHYSICAL REVIEW B","2000","Article","Aizpurua, J (Reprint Author), Chalmers, Dept Appl Phys, S-41296 Gothenburg, Sweden. Chalmers, Dept Appl Phys, S-41296 Gothenburg, Sweden. Univ Gothenburg, S-41296 Gothenburg, Sweden. Univ Kiel, Inst Expt & Angew Phys, D-24098 Kiel, Germany.","10.1103/PhysRevB.62.2065","Phys. Rev. B","ISI:000088335600101","2020-04-07","2020-04-07","Aizpurua, J and Apell, SP and Berndt, R","","","","AMER PHYSICAL SOC","62","3","","2065-2073","Article","105","","ONE PHYSICS ELLIPSE, COLLEGE PK, MD 20740-3844 USA","false","false",""
"Eliminar   Modificar","ISI:000088141400014","R. X. Ynzunza, R. Denecke, F. J. Palomares, J. Morais, E. D. Tober, Z. Wang, F. J. G. de Abajo, J. Liesegang, Z. Hussain, M. A. Van Hove, and C. S. Fadley","Kinetics and atomic structure of O adsorption on W(110) from time- and state-resolved photoelectron spectroscopy and full-solid-angle photoelectron diffraction","","SURFACE SCIENCE","2000","Article","Ynzunza, RX (Reprint Author), Lawrence Berkeley Lab, Div Mat Sci, Mailstop 2-100, Berkeley, CA 94720 USA. Lawrence Berkeley Lab, Div Mat Sci, Berkeley, CA 94720 USA. Lawrence Berkeley Lab, Adv Light Source, Berkeley, CA 94720 USA. Univ Calif Davis, Dept Phys, Davis, CA 95616 USA. EHU, UPV, Dept CCIA, Fac Informat, San Sebastian 20080, Spain. EHU, UPV, CSIC, Ctr Mixto, San Sebastian 20080, Spain. La Trobe Univ, Dept Phys, Bundoora, Vic 3083, Australia.","10.1016/S0039-6028(00)00450-7","Surf. Sci.","ISI:000088141400014","2020-04-07","2020-04-07","Ynzunza, RX and Denecke, R and Palomares, FJ and Morais, J and Tober, ED and Wang, Z and de Abajo, FJG and Liesegang, J and Hussain, Z and Van Hove, MA and Fadley, CS","","","","ELSEVIER SCIENCE BV","459","1-2","","69-92","Article","27","","PO BOX 211, 1000 AE AMSTERDAM, NETHERLANDS","false","false",""
"Eliminar   Modificar","ISI:000087909500048","J. E. Ortega, S. Speller, A. R. Bachmann, A. Mascaraque, E. G. Michel, A. Narmann, A. Mugarza, A. Rubio, and F. J. Himpsel","Electron wave function at a vicinal surface: Switch from terrace to step modulation","","PHYSICAL REVIEW LETTERS","2000","Article","Rubio, A (Reprint Author), UPV, CSIC, Ctr Mixto, Plaza Onate 2, San Sebastian 20018, Spain. UPV, CSIC, Ctr Mixto, San Sebastian 20018, Spain. Univ Basque Country, Dept Fis Aplicada 1, Donostia Int Phys Ctr, San Sebastian 20018, Spain. Univ Osnabruck, Fachbereich Phys, D-49069 Osnabruck, Germany. Univ Autonoma Madrid, Dept Fis Mat Condensada, E-28049 Madrid, Spain. Univ Wisconsin, Dept Phys, Madison, WI 53706 USA.","10.1103/PhysRevLett.84.6110","Phys. Rev. Lett.","ISI:000087909500048","2020-04-07","2020-04-07","Ortega, JE and Speller, S and Bachmann, AR and Mascaraque, A and Michel, EG and Narmann, A and Mugarza, A and Rubio, A and Himpsel, FJ","","","","AMER PHYSICAL SOC","84","26","","6110-6113","Article","64","","ONE PHYSICS ELLIPSE, COLLEGE PK, MD 20740-3844 USA","false","false",""
"Eliminar   Modificar","ISI:000088075900019","R. Erlandsson, and P. Apell","Progress in scanning probe microscopy: High resolution force microscopy and spectroscopy","","CURRENT SCIENCE","2000","Article","Erlandsson, R (Reprint Author), Linkoping Univ, Dept Phys & Measurement Technol, Appl Phys Lab, S-58183 Linkoping, Sweden. Linkoping Univ, Dept Phys & Measurement Technol, Appl Phys Lab, S-58183 Linkoping, Sweden. Chalmers Univ Technol, Dept Appl Phys, S-41296 Gothenburg, Sweden. Univ Gothenburg, S-41296 Gothenburg, Sweden.","","Curr. Sci.","ISI:000088075900019","2020-04-07","2020-04-07","Erlandsson, R and Apell, P","","","","CURRENT SCIENCE ASSN","78","12","","1445-1457","Article","1","","C V RAMAN AVENUE, PO BOX 8005, BANGALORE 560 080, INDIA","false","false",""
"Eliminar   Modificar","ISI:000087873100088","P. Garcia-Tello, J. Gonzalez, R. Valenzuela, and J. M. Blanco","Tensile stress dependence of the coercivity and magnetostriction of stress-annealed (by Joule heating) Co66Fe4Mo2Si16B12 alloy","","JOURNAL OF MAGNETISM AND MAGNETIC MATERIALS","2000","Article; Proceedings Paper","Gonzalez, J (Reprint Author), IEHU, Fac CC Quim UPV, Dpto Fis Mat, P Manuel Lardizabal 3, San Sebastian 20009, Guipuzcoa, Spain. IEHU, Fac CC Quim UPV, Dpto Fis Mat, San Sebastian 20009, Guipuzcoa, Spain. EUITI, Dpto Fis Aplicada 1, San Sebastian, Spain. Univ Nacl Autonoma Mexico, Inst Invest Mat, Mexico City, DF, Mexico.","10.1016/S0304-8853(00)00144-X","J. Magn. Magn. Mater.","ISI:000087873100088","2020-04-07","2020-04-07","Garcia-Tello, P and Gonzalez, J and Valenzuela, R and Blanco, JM","","","","ELSEVIER SCIENCE BV","215","SI","","316-318","Article; Proceedings Paper","1","","PO BOX 211, 1000 AE AMSTERDAM, NETHERLANDS","false","false",""
"Eliminar   Modificar","ISI:000087873100214","A. F. Cobeno, A. P. Zhukov, E. Pina, J. M. Blanco, J. Gonzalez, and J. M. Barandiaran","Sensitive magnetoelastic properties of amorphous ribbon for magnetoelastic sensors","","JOURNAL OF MAGNETISM AND MAGNETIC MATERIALS","2000","Article; Proceedings Paper","Zhukov, AP (Reprint Author), UPV, Fac Quim, Dept Fis Mat, San Sebastian 20018, Spain. UPV, Fac Quim, Dept Fis Mat, San Sebastian 20018, Spain. UPV, EUITI, Dept Fis Aplicada 1, San Sebastian 20011, Spain. UPV, EUITI, Dept Elect, San Sebastian 20011, Spain. UPV, Fac Quim, Dept Fis Mat, San Sebastian 20018, Spain. AmoTec Ltd, Kishinev, Moldova. UCM Renfe, CSIC, Inst Magnet Aplicado, Madrid 28230, Spain. UPV, Fac Ciencias, Dept Elect & Elect, Bilbao, Spain.","10.1016/S0304-8853(00)00275-4","J. Magn. Magn. Mater.","ISI:000087873100214","2020-04-07","2020-04-07","Cobeno, AF and Zhukov, AP and Pina, E and Blanco, JM and Gonzalez, J and Barandiaran, JM","","","","ELSEVIER SCIENCE BV","215","SI","","743-745","Article; Proceedings Paper","17","","PO BOX 211, 1000 AE AMSTERDAM, NETHERLANDS","false","false",""
"Eliminar   Modificar","ISI:000087270900043","J. Kliewer, R. Berndt, E. V. Chulkov, V. M. Silkin, P. M. Echenique, and S. Crampin","Dimensionality effects in the lifetime of surface states","","SCIENCE","2000","Article","Berndt, R (Reprint Author), Rhein Westfal TH Aachen, Inst Phys 2, D-52056 Aachen, Germany. Rhein Westfal TH Aachen, Inst Phys 2, D-52056 Aachen, Germany. Univ Kiel, Inst Expt & Angew Phys, D-24098 Kiel, Germany. Univ Basque Country, Fac Quim, Dept Fis Mat, E-20080 San Sebastian, Spain. Univ Basque Country, CSIC, Ctr Mixto, E-20080 San Sebastian, Spain. Donostia Int Phys Ctr, San Sebastian 20080, Spain. Univ Bath, Dept Phys, Bath BA2 7AY, Avon, England.","10.1126/science.288.5470.1399","Science","ISI:000087270900043","2020-04-07","2020-04-07","Kliewer, J and Berndt, R and Chulkov, EV and Silkin, VM and Echenique, PM and Crampin, S","","","","AMER ASSOC ADVANCEMENT SCIENCE","288","5470","","1399-1402","Article","270","","1200 NEW YORK AVE, NW, WASHINGTON, DC 20005 USA","false","true",""
"Eliminar   Modificar","ISI:000087766200088","E. V. Chulkov, V. M. Silkin, and P. M. Echenique","Inverse lifetime of surface states on metals","","SURFACE SCIENCE","2000","Article; Proceedings Paper","Chulkov, EV (Reprint Author), Univ Basque Country, Fac Quim, Dept Fis Mat, Euskal Herriko Unibertsitatea,Apdo 1072, San Sebastian 20018, Spain. Univ Basque Country, Fac Quim, Dept Fis Mat, San Sebastian 20018, Spain. Russian Acad Sci, Inst Strength Phys & Mat Sci, Tomsk 634021, Russia. Univ Basque Country, CSIC, Ctr Mixto, San Sebastian 20018, Spain. Univ Basque Country, DIPC, San Sebastian 20018, Spain.","10.1016/S0039-6028(00)00203-X","Surf. Sci.","ISI:000087766200088","2020-04-07","2020-04-07","Chulkov, EV and Silkin, VM and Echenique, PM","","","","ELSEVIER SCIENCE BV","454","","","458-461","Article; Proceedings Paper","22","","PO BOX 211, 1000 AE AMSTERDAM, NETHERLANDS","false","true",""
"Eliminar   Modificar","ISI:000087766200207","R. A. English, J. M. Pitarke, and J. B. Pendry","Order-N effective response of two-dimensional metallic structures","","SURFACE SCIENCE","2000","Article; Proceedings Paper","English, RA (Reprint Author), Univ London Imperial Coll Sci Technol & Med, Blackett Lab, Condensed Matter Theory Grp, Prince Consort Rd, London SW7 2BZ, England. Univ London Imperial Coll Sci Technol & Med, Blackett Lab, Condensed Matter Theory Grp, London SW7 2BZ, England. Euskal Herriko Unibertsitatea, Zientzi Fak, Mat Kondentsatuaren Fis Saila, Bilbao 48080, Basque Country, Spain.","10.1016/S0039-6028(00)00217-X","Surf. Sci.","ISI:000087766200207","2020-04-07","2020-04-07","English, RA and Pitarke, JM and Pendry, JB","","","","ELSEVIER SCIENCE BV","454","","","1090-1093","Article; Proceedings Paper","6","","PO BOX 211, 1000 AE AMSTERDAM, NETHERLANDS","false","false",""
"Eliminar   Modificar","ISI:000087159100106","A. Schafer, I. L. Shumay, M. Wiets, M. Weinelt, T. Fauster, E. V. Chulkov, V. M. Silkin, and P. M. Echenique","Lifetimes of unoccupied surface states on Pd(111)","","PHYSICAL REVIEW B","2000","Article","Schafer, A (Reprint Author), Univ Erlangen Nurnberg, Lehrstuhl Festkorperphys, Staudtstr 7, D-91058 Erlangen, Germany. Univ Erlangen Nurnberg, Lehrstuhl Festkorperphys, D-91058 Erlangen, Germany. Donostia Int Phys Ctr, Euskal Herriko Unibertsitatea, Fac Ciencias Quim, Dept Fis Mat, San Sebastian 20018, Basque Country, Spain. EHU, UPV, CSIC, Ctr Mixto, San Sebastian 20018, Basque Country, Spain.","10.1103/PhysRevB.61.13159","Phys. Rev. B","ISI:000087159100106","2020-04-07","2020-04-07","Schafer, A and Shumay, IL and Wiets, M and Weinelt, M and Fauster, T and Chulkov, EV and Silkin, VM and Echenique, PM","","","","AMER PHYSICAL SOC","61","19","","13159-13163","Article","66","","ONE PHYSICS ELLIPSE, COLLEGE PK, MD 20740-3844 USA","false","true",""
"Eliminar   Modificar","ISI:000087284900032","I. Campillo, V. M. Silkin, J. M. Pitarke, E. V. Chulkov, A. Rubio, and P. M. Echenique","First-principles calculations of hot-electron lifetimes in metals","","PHYSICAL REVIEW B","2000","Article","Campillo, I (Reprint Author), Euskal Herriko Unibertsitatea, Zientzi Fak, Mat Kondentsatuaren Fisika Saila, 644 Posta Kutxatila, Bilbao 48080, Basque Country, Spain. Euskal Herriko Unibertsitatea, Zientzi Fak, Mat Kondentsatuaren Fisika Saila, Bilbao 48080, Basque Country, Spain. Euskal Herriko Unibertsitatea, Kimika Fak, Mat Fisika Saila, Donostia San Sebastian 20080, Basque Country, Spain. Donostia Int Phys Ctr, Donostia San Sebastian, Spain. UPV, EHU, CSIC, Ctr Mixto, Donostia San Sebastian, Spain. Univ Valladolid, Dept Fis Teor, E-47011 Valladolid, Spain.","10.1103/PhysRevB.61.13484","Phys. Rev. B","ISI:000087284900032","2020-04-07","2020-04-07","Campillo, I and Silkin, VM and Pitarke, JM and Chulkov, EV and Rubio, A and Echenique, PM","","","","AMER PHYSICAL SOC","61","20","","13484-13492","Article","73","","ONE PHYSICS ELLIPSE, COLLEGE PK, MD 20740-3844 USA","false","true",""
