"actions","ID","Author","Title","Book Title","Journal","Year","Type","Affiliation","DOI","Journal ISO","Unique-ID","DA-Initial","DA-Updated","originAuthor","editor","originEditor","series","publisher","volume","number","articleNumber","pages","type_value","timesCited","isbn","address","highlight","etxenike","research_lines"
"Eliminar   Modificar","ISI:000167136000025","A. Arbe, M. Monkenbusch, J. Stellbrink, D. Richter, B. Farago, K. Almdal, and R. Faust","Origin of internal viscosity effects in flexible polymers: A comparative neutron spin-echo and light scattering study on poly(dimethylsiloxane) and polyisobutylene","","MACROMOLECULES","2001","Article","Richter, D (Reprint Author), Forschungszentrum Julich, Inst Festkorperforsch, Postfach 1913, D-52425 Julich, Germany. Univ Massachusetts, Dept Chem, Polymer Sci Program, Lowell, MA 01854 USA. Riso Natl Lab, Condensed Matter Phys & Chem Dept, Danish Polymer Ctr, DK-4000 Roskilde, Denmark. Inst Max Von Laue Paul Langevin, F-38042 Grenoble, France. Forschungszentrum Julich, Inst Festkorperforsch, D-52425 Julich, Germany. UPV, EHU, CSIC, Unidad Fis Mat, San Sebastian 20080, Spain. Univ Basque Country, Dept Fis Mat, San Sebastian 20080, Spain.","10.1021/ma001628x","Macromolecules","ISI:000167136000025","2020-04-08","2020-04-08","Arbe, A and Monkenbusch, M and Stellbrink, J and Richter, D and Farago, B and Almdal, K and Faust, R","","","","AMER CHEMICAL SOC","34","5","","1281-1290","Article","53","","1155 16TH ST, NW, WASHINGTON, DC 20036 USA","false","false",""
"Eliminar   Modificar","ISI:000167227500072","F. J. G. de Abajo, M. A. Van Hove, and C. S. Fadley","Multiple scattering of electrons in solids and molecules: A cluster-model approach","","PHYSICAL REVIEW B","2001","Article","de Abajo, FJG (Reprint Author), Univ Calif Berkeley, Lawrence Berkeley Lab, Div Mat Sci, Berkeley, CA 94720 USA. Univ Calif Berkeley, Lawrence Berkeley Lab, Div Mat Sci, Berkeley, CA 94720 USA. UPV, EHU, CSIC, Ctr Mixto, San Sebastian, Spain. Univ Calif Davis, Dept Phys, Davis, CA 95616 USA.","","Phys. Rev. B","ISI:000167227500072","2020-04-08","2020-04-08","de Abajo, FJG and Van Hove, MA and Fadley, CS","","","","AMER PHYSICAL SOC","63","7","075404","","Article","100","","ONE PHYSICS ELLIPSE, COLLEGE PK, MD 20740-3844 USA","false","false",""
"Eliminar   Modificar","ISI:000167227500026","J. M. Pitarke, and F. J. Garcia-Vidal","Electronic response of aligned multishell carbon nanotubes","","PHYSICAL REVIEW B","2001","Article","Pitarke, JM (Reprint Author), Euskal Herriko Unibertsitatea, Zientzi Fak, Mat Kondentsatuaren Fis Saila, 644 Posta Kutxatila, Bilbo 48080, Basque Country, Spain. Euskal Herriko Unibertsitatea, Zientzi Fak, Mat Kondentsatuaren Fis Saila, Bilbo 48080, Basque Country, Spain. Donostia Int Phys Ctr, Donostia, Basque Country, Spain. Ctr Mixto CSIC UPV EHU, Donostia, Basque Country, Spain. Univ Autonoma Madrid, Fac Ciencias, Dept Fis Teor Mat Condensada, E-28049 Madrid, Spain.","10.1103/PhysRevB.63.073404","Phys. Rev. B","ISI:000167227500026","2020-04-08","2020-04-08","Pitarke, JM and Garcia-Vidal, FJ","","","","AMER PHYSICAL SOC","63","7","073404","","Article","19","","ONE PHYSICS ELLIPSE, COLLEGE PK, MD 20740-3844 USA","false","false",""
"Eliminar   Modificar","ISI:000167805700024","J. Fernandez, A. Mendioroz, A. J. Garcia, R. Balda, J. L. Adam, and M. A. Arriandiaga","On the origin of anti-Stokes laser-induced cooling of Yb3+-doped glass","","OPTICAL MATERIALS","2001","Article; Proceedings Paper","Fernandez, J (Reprint Author), Univ Basque Country, ETSII & Telecom, Dept Fis Aplicada 1, Bilbao 48013, Spain. Univ Basque Country, ETSII & Telecom, Dept Fis Aplicada 1, Bilbao 48013, Spain. Univ Rennes, Lab Verres & Ceram, Rennes, France. Univ Basque Country, Fac Ciencias, Dept Fis Aplicada 2, Bilbao, Spain.","10.1016/S0925-3467(00)00073-2","Opt. Mater.","ISI:000167805700024","2020-04-08","2020-04-08","Fernandez, J and Mendioroz, A and Garcia, AJ and Balda, R and Adam, JL and Arriandiaga, MA","","","","ELSEVIER SCIENCE BV","16","1-2","","173-179","Article; Proceedings Paper","16","","PO BOX 211, 1000 AE AMSTERDAM, NETHERLANDS","false","false",""
"Eliminar   Modificar","ISI:000167805700032","M. Voda, I. Iparraguire, J. Fernandez, R. Balda, M. Al-Saleh, A. Mendioroz, G. Lobera, M. Cano, M. Sanz, and J. Azkargorta","Laser properties of Nd3+ in K5Nd(MoO4)(4) stoichiometric disordered crystal","","OPTICAL MATERIALS","2001","Article; Proceedings Paper","Fernandez, J (Reprint Author), ETSII Telecom, Dept Fis Aplicada 1, Alameda Urquijo S-N, Bilbao 48013, Spain. ETSII Telecom, Dept Fis Aplicada 1, Bilbao 48013, Spain. Univ Basque Country, Ctr Mixto CSIC UPV EHU, Bilbao 48013, Spain.","10.1016/S0925-3467(00)00082-3","Opt. Mater.","ISI:000167805700032","2020-04-08","2020-04-08","Voda, M and Iparraguire, I and Fernandez, J and Balda, R and Al-Saleh, M and Mendioroz, A and Lobera, G and Cano, M and Sanz, M and Azkargorta, J","","","","ELSEVIER SCIENCE BV","16","1-2","","227-231","Article; Proceedings Paper","12","","PO BOX 211, 1000 AE AMSTERDAM, NETHERLANDS","false","false",""
"Eliminar   Modificar","ISI:000167805700035","R. Balda, A. Mendioroz, J. Fernandez, M. A. Arriandiaga, L. S. Griscom, and J. L. Adam","Laser spectroscopy and upconversion studies of Pr3+-doped halide modified sulfide glasses","","OPTICAL MATERIALS","2001","Article; Proceedings Paper","Balda, R (Reprint Author), Univ Basque Country, ETSII & Telecom, Dept Fis Aplicada 1, Alameda Urquijo S-N, Bilbao 48013, Spain. Univ Basque Country, ETSII & Telecom, Dept Fis Aplicada 1, Bilbao 48013, Spain. Univ Basque Country, Fac Ciencias, Dept Fis Aplicada 2, E-48080 Bilbao, Spain. Univ Rennes 1, Lab Verres & Ceram, CNRS, UMR 6512, F-35042 Rennes, France.","10.1016/S0925-3467(00)00085-9","Opt. Mater.","ISI:000167805700035","2020-04-08","2020-04-08","Balda, R and Mendioroz, A and Fernandez, J and Arriandiaga, MA and Griscom, LS and Adam, JL","","","","ELSEVIER SCIENCE BV","16","1-2","","249-254","Article; Proceedings Paper","19","","PO BOX 211, 1000 AE AMSTERDAM, NETHERLANDS","false","false",""
"Eliminar   Modificar","ISI:000166911400004","A. J. Moreno, A. Alegria, and J. Colmenero","Methyl group dynamics in glassy systems: Crossover from quantum toclassical regime","","PHYSICAL REVIEW B","2001","Article","Moreno, AJ (Reprint Author), Univ Basque Country, Dept Fis Mat, Apartado 1072, San Sebastian 20080, Spain.
 Univ Basque Country, UPV EHU, CSIC, Ctr Mixto, San Sebastian 20080, Spain.
 Univ Basque Country, Dept Fis Mat, San Sebastian 20080, Spain.","10.1103/PhysRevB.63.060201","Phys. Rev. B","ISI:000166911400004","2020-04-08","2020-04-08","Moreno, AJ and Alegria, A and Colmenero, J","","","","AMER PHYSICAL SOC","63","6","060201","","Article","10","","ONE PHYSICS ELLIPSE, COLLEGE PK, MD 20740-3844 USA","false","false","kw2a7woa9r"
"Eliminar   Modificar","ISI:000166601100025","D. Gomez, A. Alegria, K. Arbe, and J. Colmenero","Merging of the dielectric alpha and beta relaxations in glass-formingpolymers","","MACROMOLECULES","2001","Article","Colmenero, J (Reprint Author), Univ Basque Country, Dept Fis Mat, Apdo 1072, E-20080 San Sebastian, Spain.
 Univ Basque Country, Dept Fis Mat, E-20080 San Sebastian, Spain.
 Univ Basque Country, EHU, CSIC, Unidad Fis Mat, E-20080 San Sebastian, Spain.","10.1021/ma992039y","Macromolecules","ISI:000166601100025","2020-04-08","2020-04-08","Gomez, D and Alegria, A and Arbe, K and Colmenero, J","","","","AMER CHEMICAL SOC","34","3","","503-513","Article","70","","1155 16TH ST, NW, WASHINGTON, DC 20036 USA","false","false","kw2a7woa9r"
"Eliminar   Modificar","ISI:000166608600034","I. Nagy, J. I. Juaristi, and P. M. Echenique","Relaxation rate of excited electrons in metals: A nonperturbative calculation based on kinetic theory","","PHYSICAL REVIEW B","2001","Article","Nagy, I (Reprint Author), Tech Univ Budapest, Inst Phys, Dept Theoret Phys, H-1521 Budapest, Hungary. Tech Univ Budapest, Inst Phys, Dept Theoret Phys, H-1521 Budapest, Hungary. Donostia Int Phys Ctr, San Sebastian 20080, Spain. Univ Basque Country, Fac Ciencias Quim, Dept Fis Mat, E-20080 San Sebastian, Spain. EHU, UPV, CSIC, Ctr Mixto, San Sebastian 20080, Spain.","","Phys. Rev. B","ISI:000166608600034","2020-04-08","2020-04-08","Nagy, I and Juaristi, JI and Echenique, PM","","","","AMER PHYSICAL SOC","63","3","035102","","Article","2","","ONE PHYSICS ELLIPSE, COLLEGE PK, MD 20740-3844 USA","false","true",""
"Eliminar   Modificar","ISI:000166750600028","J. M. Pitarke, and A. G. Eguiluz","Jellium surface energy beyond the local-density approximation: Self-consistent-field calculations","","PHYSICAL REVIEW B","2001","Article","Pitarke, JM (Reprint Author), Euskal Herriko Unibertsitatea, Zientzi Fak, 644 Posta Kutxatila, Bilbao 48080, Basque Country, Spain. Euskal Herriko Unibertsitatea, Zientzi Fak, Bilbao 48080, Basque Country, Spain. UPV, EHU, CSIRO, Donostia Int Phys Ctr, Donostia San Sebastian, Basque Country, Spain. UPV, EHU, CSIRO, Ctr Mixto, Donostia San Sebastian, Basque Country, Spain. Univ Tennessee, Dept Phys & Astron, Knoxville, TN 37996 USA. Oak Ridge Natl Lab, Div Solid State, Oak Ridge, TN 37831 USA.","10.1103/PhysRevB.63.045116","Phys. Rev. B","ISI:000166750600028","2020-04-08","2020-04-08","Pitarke, JM and Eguiluz, AG","","","","AMER PHYSICAL SOC","63","4","045116","","Article","61","","ONE PHYSICS ELLIPSE, COLLEGE PK, MD 20740-3844 USA","false","false",""
"Eliminar   Modificar","ISI:000166402400030","A. G. Borisov, J. P. Gauyacq, A. K. Kazansky, E. V. Chulkov, V. M. Silkin, and P. M. Echenique","Long-lived excited states at surfaces: Cs/Cu(111) and Cs/Cu(100) systems","","PHYSICAL REVIEW LETTERS","2001","Article","Borisov, AG (Reprint Author), Univ Paris 11, Collis Atom & Mol Lab, UMR 8625, CNRS, Batiment 351, F-91405 Orsay, France. Univ Paris 11, Collis Atom & Mol Lab, UMR 8625, CNRS, F-91405 Orsay, France. St Petersburg State Univ, Inst Phys, St Petersburg 198904, Russia. Univ Basque Country, Fac Ciencias Quim, Dept Fis Mat, EHU,DIPC, San Sebastian 20018, Spain. Univ Basque Country, EHU, Ctr Mixto, San Sebastian 20018, Spain.","10.1103/PhysRevLett.86.488","Phys. Rev. Lett.","ISI:000166402400030","2020-04-08","2020-04-08","Borisov, AG and Gauyacq, JP and Kazansky, AK and Chulkov, EV and Silkin, VM and Echenique, PM","","","","AMER PHYSICAL SOC","86","3","","488-491","Article","105","","ONE PHYSICS ELLIPSE, COLLEGE PK, MD 20740-3844 USA","false","true",""
"Eliminar   Modificar","ISI:000173622300007","J. F. Dobson, K. McLennan, A. Rubio, J. Wang, T. Gould, H. M. Le, and B. P. Dinte","Prediction of dispersion forces: Is there a problem?","","AUSTRALIAN JOURNAL OF CHEMISTRY","2001","Article","Dobson, JF (Reprint Author), Griffith Univ, Sch Sci, Brisbane, Qld 4111, Australia. Griffith Univ, Sch Sci, Brisbane, Qld 4111, Australia. Griffith Univ, Res Ctr Modelling & Computat, Brisbane, Qld 4111, Australia. Univ Basque Country, Euskal Herriko Unibertsitatea, Ctr Mixto CSIC, Fac Quim,Dept Fis Mat, San Sebastian 20018, Spain. Donostia Int Phys Ctr, San Sebastian 20018, Spain.","10.1071/CH01052","Aust. J. Chem.","ISI:000173622300007","2020-04-08","2020-04-08","Dobson, JF and McLennan, K and Rubio, A and Wang, J and Gould, T and Le, HM and Dinte, BP","","","","CSIRO PUBLISHING","54","8","","513-527","Article","130","","UNIPARK, BLDG 1, LEVEL 1, 195 WELLINGTON RD, LOCKED BAG 10, CLAYTON, VIC 3168, AUSTRALIA","false","false",""
"Eliminar   Modificar","ISI:000175078900018","I. Y. Sklyadneva, G. G. Rusina, and E. V. Chulkov","Vibrations on the (001) surface of 9R Li","","PHYSICS OF LOW-DIMENSIONAL STRUCTURES","2001","Article; Proceedings Paper","Sklyadneva, IY (Reprint Author), Russian Acad Sci, Inst Strength Phys & Mat Sci, Tomsk 634021, Russia. Russian Acad Sci, Inst Strength Phys & Mat Sci, Tomsk 634021, Russia. Univ Basque Country, Dpto Fis Mat, San Sebastian 20018, Spain. Univ Basque Country, Ctr Mixto, CSIC UPV EHU, Fac Quim, San Sebastian 20018, Spain. DIPC, San Sebastian 20018, Spain.","","Phys. Low-Dimens. Struct.","ISI:000175078900018","2020-04-08","2020-04-08","Sklyadneva, IY and Rusina, GG and Chulkov, EV","","","","V S V CO. LTD","11-2","","","217-225","Article; Proceedings Paper","0","","BOX 11, 105523 MOSCOW, RUSSIA","false","false",""
"Eliminar   Modificar","ISI:000173886400010","Y. M. Koroteev, A. G. Lipnitskii, and E. V. Chulkov","Electronic structure of FeTi(110) thin film","","PHYSICS OF LOW-DIMENSIONAL STRUCTURES","2001","Article","Koroteev, YM (Reprint Author), Russian Acad Sci, Inst Strength Phys & Mat Sci, Siberian Branch, 8 Acad Skii Prospect, Tomsk 634055, Russia. Russian Acad Sci, Inst Strength Phys & Mat Sci, Siberian Branch, Tomsk 634055, Russia. Univ Basque Country, Fac Quim, Dept Fis Mat, Euscal Herriko Unibertsitatea, E-20080 San Sebastian, Spain. UPV, EHU, CSIC, Donostia Int Phys Ctr,Ctr Mixto, San Sebastian, Spain.","","Phys. Low-Dimens. Struct.","ISI:000173886400010","2020-04-08","2020-04-08","Koroteev, YM and Lipnitskii, AG and Chulkov, EV","","","","V S V CO. LTD","9-10","","","103-114","Article","0","","BOX 11, 105523 MOSCOW, RUSSIA","false","false",""
